transaction_id,amount,payment_method,account_age_days,device_age_days,transactions_last_24h,previous_chargebacks,ip_risk,device_risk,unknown_location,is_fraud
TXN-000366,88653.47,WALLET,743,1252,13,2,0.611,0.863,0,0
TXN-000367,17029.33,WALLET,1806,95,3,2,0.655,0.012,1,0
TXN-000368,100509.67,NETBANKING,2127,1072,23,5,0.618,0.433,0,1
TXN-000369,101476.71,WALLET,609,1144,29,4,0.055,0.643,0,0
TXN-000370,130425.4,UPI,2014,657,8,2,0.97,0.05,0,1
TXN-000371,35326.5,WALLET,1820,1174,15,0,0.857,0.447,0,0
TXN-000372,2763.59,WALLET,1689,74,18,4,0.0,0.091,1,0
TXN-000373,84393.65,WALLET,1397,745,27,0,0.817,0.844,0,0
TXN-000374,54557.85,WALLET,468,200,25,5,0.222,0.341,0,0
TXN-000375,6962.14,CARD,2017,288,27,5,0.743,0.409,0,1
TXN-000376,139539.42,WALLET,884,937,27,1,0.717,0.108,0,0
TXN-000377,125636.19,UPI,1846,937,22,4,0.956,0.135,0,1
TXN-000378,7380.88,WALLET,2397,990,30,4,0.781,0.91,1,0
TXN-000379,19344.43,WALLET,2460,1242,29,2,0.504,0.385,1,1
TXN-000380,144542.67,NETBANKING,1855,274,5,3,0.603,0.886,1,0
TXN-000381,82216.12,NETBANKING,2268,1296,7,1,0.21,0.714,0,0
TXN-000382,97547.95,CARD,2064,1112,23,5,0.322,0.115,0,0
TXN-000383,141406.78,WALLET,2187,586,29,3,0.808,0.523,0,1
TXN-000384,100571.1,CARD,1094,330,10,5,0.251,0.839,0,0
TXN-000385,4942.73,WALLET,420,1262,28,5,0.739,0.865,1,1
TXN-000386,117667.65,NETBANKING,193,782,13,3,0.957,0.976,0,1
TXN-000387,37776.04,WALLET,924,1298,23,5,0.648,0.755,1,0
TXN-000388,144647.04,NETBANKING,1839,364,22,0,0.187,0.174,1,1
TXN-000389,64333.32,NETBANKING,533,330,19,2,0.006,0.466,0,1
TXN-000390,48462.24,UPI,1234,1005,26,4,0.55,0.073,0,0
TXN-000391,78138.88,CARD,1704,1113,18,3,0.092,0.221,0,1
TXN-000392,44106.8,WALLET,2300,1330,1,0,0.669,0.446,1,0
TXN-000393,102414.45,NETBANKING,1563,233,13,2,0.54,0.283,1,1
TXN-000394,76359.47,WALLET,180,608,29,5,0.193,0.514,0,0
TXN-000395,116020.45,UPI,269,432,22,5,0.774,0.865,0,1
TXN-000396,124329.43,WALLET,296,1406,5,0,0.459,0.332,0,1
TXN-000397,119152.8,UPI,2356,467,30,2,0.408,0.451,0,1
TXN-000398,58486.33,UPI,2191,13,21,5,0.618,0.756,1,1
TXN-000399,10981.16,UPI,1188,1405,10,4,0.087,0.765,0,0
TXN-000400,99142.4,WALLET,641,1093,8,1,0.747,0.797,1,0
TXN-000401,21696.92,NETBANKING,46,1134,28,4,0.141,0.042,1,0
TXN-000402,142052.21,NETBANKING,861,1487,12,1,0.413,0.646,1,1
TXN-000403,33196.12,NETBANKING,796,235,6,5,0.8,0.852,1,1
TXN-000404,11064.37,UPI,1027,202,7,5,0.581,0.952,0,0
TXN-000405,35256.47,NETBANKING,286,397,11,3,0.451,0.616,0,0
TXN-000406,54737.57,NETBANKING,1755,346,1,2,0.246,0.222,0,0
TXN-000407,20232.44,NETBANKING,1966,948,15,2,0.775,0.487,0,0
TXN-000408,12387.86,NETBANKING,574,1104,7,2,0.734,0.627,0,0
TXN-000409,94780.81,WALLET,2417,436,30,0,0.552,0.543,1,0
TXN-000410,22380.08,WALLET,915,1208,24,2,0.134,0.501,0,1
TXN-000411,1687.69,CARD,680,1053,5,3,0.159,0.566,1,0
TXN-000412,72577.16,NETBANKING,166,449,25,3,0.232,0.264,0,0
TXN-000413,77731.0,NETBANKING,1590,962,30,3,0.882,0.04,0,0
TXN-000414,78253.8,NETBANKING,1079,1186,18,4,0.174,0.654,0,0
TXN-000415,56511.68,CARD,2116,832,12,2,0.487,0.482,1,1
TXN-000416,20931.35,CARD,943,158,17,5,0.281,0.15,0,0
TXN-000417,122561.57,CARD,1699,677,24,0,0.482,0.479,0,0
TXN-000418,61693.79,CARD,177,262,19,4,0.161,0.63,0,1
TXN-000419,38813.12,CARD,2117,831,20,4,0.638,0.879,0,1
TXN-000420,91018.23,WALLET,1973,350,8,3,0.601,0.795,0,1
TXN-000421,102870.12,WALLET,2444,1210,3,1,0.378,0.132,0,0
TXN-000422,136409.95,WALLET,613,1241,4,1,0.476,0.615,0,1
TXN-000423,98942.95,UPI,1768,1070,14,2,0.875,0.698,0,0
TXN-000424,72370.3,WALLET,1436,1207,26,5,0.908,0.837,1,1
TXN-000425,38252.25,CARD,344,581,20,4,0.409,0.189,0,0
TXN-000426,56316.98,CARD,1294,838,12,0,0.155,0.652,0,0
TXN-000427,63591.88,NETBANKING,1129,1394,13,1,0.413,0.784,0,0
TXN-000428,83281.21,NETBANKING,1257,1184,12,5,0.398,0.138,0,0
TXN-000429,104926.79,CARD,411,440,17,3,0.786,0.801,1,1
TXN-000430,144689.08,UPI,374,298,16,4,0.435,0.064,0,1
TXN-000431,5759.53,WALLET,1642,1258,21,4,0.286,0.964,0,0
TXN-000432,65901.91,CARD,2123,586,7,0,0.784,0.511,0,0
TXN-000433,54025.03,UPI,645,178,9,3,0.353,0.395,1,0
TXN-000434,110565.14,UPI,370,1126,10,5,0.83,0.915,0,0
TXN-000435,41548.53,CARD,1863,828,19,0,0.261,0.407,0,0
TXN-000436,51060.89,UPI,2103,528,29,4,0.813,0.575,0,1
TXN-000437,115518.08,NETBANKING,1880,1396,15,4,0.862,0.482,0,1
TXN-000438,118319.54,CARD,942,647,14,2,0.517,0.01,0,1
TXN-000439,59899.7,NETBANKING,312,1136,30,1,0.477,0.354,1,1
TXN-000440,111948.82,CARD,2044,409,8,5,0.242,0.265,0,0
TXN-000441,125466.57,NETBANKING,639,219,4,0,0.676,0.663,1,0
TXN-000442,81266.95,UPI,1976,761,20,2,0.492,0.985,1,1
TXN-000443,147660.76,NETBANKING,1630,455,25,4,0.128,0.526,0,0
TXN-000444,4981.14,NETBANKING,1613,1406,25,1,0.457,0.12,1,1
TXN-000445,1361.95,CARD,1555,1190,4,2,0.362,0.862,0,1
TXN-000446,70754.67,NETBANKING,1499,377,16,3,0.211,0.701,0,0
TXN-000447,42016.47,CARD,2341,269,19,5,0.229,0.1,0,0
TXN-000448,128460.68,CARD,598,307,16,0,0.177,0.5,1,0
TXN-000449,45075.12,UPI,1632,203,23,1,0.06,0.814,0,0
TXN-000450,50265.02,NETBANKING,1476,1148,18,2,0.344,0.412,0,0
TXN-000451,97514.84,CARD,1166,728,11,5,0.51,0.775,0,1
TXN-000452,43049.88,CARD,687,1312,26,2,0.422,0.612,0,1
TXN-000453,51609.46,NETBANKING,1298,1338,10,5,0.267,0.645,0,0
TXN-000454,140821.6,WALLET,1696,343,6,0,0.125,0.235,0,1
TXN-000455,59617.13,UPI,262,970,18,0,0.026,0.397,0,1
TXN-000456,23375.63,WALLET,1268,470,8,5,0.284,0.626,0,1
TXN-000457,99566.02,NETBANKING,1951,957,28,4,0.935,0.549,0,0
TXN-000458,68535.86,WALLET,2145,1311,21,4,0.31,0.347,1,0
TXN-000459,66334.86,NETBANKING,1689,533,5,2,0.011,0.523,0,1
TXN-000460,80311.32,WALLET,1955,614,1,3,0.798,0.597,0,1
TXN-000461,132336.09,WALLET,1617,512,6,5,0.737,0.39,0,1
TXN-000462,63393.68,CARD,2117,1256,26,5,0.685,0.285,1,1
TXN-000463,128036.96,CARD,560,594,4,5,0.455,0.453,1,1
TXN-000464,3007.37,UPI,2192,46,6,0,0.282,0.125,0,0
TXN-000465,22687.49,WALLET,890,701,14,2,0.786,0.498,0,0
TXN-000466,4857.39,UPI,599,115,9,3,0.071,0.47,0,0
TXN-000467,124254.98,UPI,1020,789,25,3,0.247,0.995,0,1
TXN-000468,14184.65,CARD,1937,797,22,2,0.936,0.159,0,1
TXN-000469,95814.15,CARD,1477,107,28,5,0.218,0.113,0,1
TXN-000470,119179.12,UPI,1622,498,1,0,0.581,0.691,1,1
TXN-000471,13513.04,CARD,2048,188,22,4,0.338,0.97,0,1
TXN-000472,23172.37,UPI,516,1000,8,2,0.982,0.789,0,0
TXN-000473,3300.79,WALLET,1468,1484,5,2,0.899,0.485,0,0
TXN-000474,73564.79,CARD,2227,713,11,5,0.468,0.868,1,1
TXN-000475,23338.32,NETBANKING,1079,1110,12,3,0.001,0.638,0,0
TXN-000476,92998.22,NETBANKING,979,657,24,0,0.658,0.539,0,0
TXN-000477,74682.62,CARD,1160,661,14,5,0.322,0.096,0,0
TXN-000478,19553.16,UPI,828,220,16,1,0.099,0.571,0,0
TXN-000479,105226.97,NETBANKING,202,751,8,4,0.718,0.013,0,0
TXN-000480,124828.45,WALLET,249,740,18,5,0.938,0.416,0,0
TXN-000481,39945.76,UPI,289,623,3,1,0.961,0.097,0,1
TXN-000482,78976.18,CARD,2335,1281,6,4,0.749,0.415,0,0
TXN-000483,105412.31,WALLET,427,342,26,1,0.55,0.505,0,0
TXN-000484,135382.5,NETBANKING,1523,845,25,5,0.431,0.726,1,1
TXN-000485,32167.83,NETBANKING,1475,927,15,3,0.0,0.035,0,0
TXN-000486,149012.46,NETBANKING,27,616,8,1,0.856,0.022,0,1
TXN-000487,69109.43,CARD,567,543,12,4,0.25,0.256,0,0
TXN-000488,85402.83,CARD,317,1482,11,3,0.173,0.826,1,1
TXN-000489,45128.95,WALLET,322,115,30,2,0.348,0.817,0,0
TXN-000490,34084.98,UPI,1567,111,10,4,0.041,0.54,0,0
TXN-000491,33197.5,UPI,1610,913,25,4,0.575,0.09,0,0
TXN-000492,22287.06,NETBANKING,339,975,19,5,0.049,0.399,0,0
TXN-000493,116096.39,CARD,553,985,18,1,0.488,0.652,0,1
TXN-000494,40011.94,WALLET,1325,1403,30,4,0.09,0.672,0,0
TXN-000495,48178.68,UPI,1249,347,12,4,0.822,0.803,1,1
TXN-000496,138639.56,CARD,818,1404,12,1,0.758,0.853,0,1
TXN-000497,93188.27,CARD,1179,29,11,5,0.804,0.305,0,1
TXN-000498,111027.95,CARD,835,1120,17,2,0.549,0.623,0,1
TXN-000499,135915.44,UPI,1047,349,2,2,0.201,0.697,0,0
TXN-000500,141781.95,UPI,1592,1353,9,5,0.852,0.66,0,1
TXN-000501,132522.01,WALLET,947,780,17,5,0.1,0.315,1,1
TXN-000502,75147.56,WALLET,2297,1460,1,0,0.247,0.529,0,0
TXN-000503,23635.09,NETBANKING,1442,728,21,2,0.236,0.978,1,0
TXN-000504,93906.28,WALLET,121,1137,9,1,0.152,0.897,0,0
TXN-000505,78155.6,CARD,1710,493,19,1,0.426,0.312,1,1
TXN-000506,19852.64,CARD,2380,1109,22,1,0.863,0.309,1,1
TXN-000507,136359.41,CARD,2314,324,11,0,0.557,0.949,0,1
TXN-000508,131957.75,UPI,1306,848,14,2,0.443,0.934,0,0
TXN-000509,16105.04,CARD,108,1254,20,2,0.606,0.612,1,1
TXN-000510,4010.07,UPI,1953,275,17,4,0.469,0.65,0,0
TXN-000511,20713.16,CARD,927,67,14,0,0.925,0.95,0,0
TXN-000512,10013.84,WALLET,2007,1409,11,3,0.888,0.428,0,0
TXN-000513,59183.19,UPI,2133,224,15,3,0.827,0.042,0,0
TXN-000514,5983.82,WALLET,2115,1292,2,1,0.291,0.398,0,0
TXN-000515,63427.08,UPI,2118,292,15,5,0.452,0.723,0,0
TXN-000516,140682.58,CARD,1611,847,11,3,0.025,0.454,0,1
TXN-000517,48678.81,CARD,507,187,4,5,0.449,0.363,1,0
TXN-000518,146281.19,CARD,1552,1128,13,0,0.768,0.912,1,1
TXN-000519,21776.65,UPI,1719,631,10,5,0.769,0.446,0,0
TXN-000520,144069.04,UPI,1037,26,15,3,0.855,0.544,0,1
TXN-000521,88370.46,WALLET,1859,840,15,0,0.601,0.007,1,0
TXN-000522,83676.54,CARD,201,379,5,0,0.653,0.037,0,0
TXN-000523,13246.63,UPI,1708,366,6,5,0.284,0.661,1,0
TXN-000524,112425.29,NETBANKING,147,191,25,2,0.323,0.898,0,0
TXN-000525,9832.39,WALLET,552,250,23,2,0.329,0.414,0,0
TXN-000526,16484.4,UPI,1982,1483,23,4,0.934,0.986,0,1
TXN-000527,47541.63,NETBANKING,532,1259,19,3,0.52,0.632,0,0
TXN-000528,34984.97,NETBANKING,793,4,4,0,0.465,0.797,0,0
TXN-000529,50135.46,CARD,47,1312,7,5,0.282,0.79,0,1
TXN-000530,48656.18,UPI,467,1405,11,2,0.396,0.569,0,0
TXN-000531,125090.41,WALLET,1944,73,21,1,0.481,0.627,1,1
TXN-000532,122143.58,UPI,2135,614,19,5,0.678,0.555,0,1
TXN-000533,49824.72,NETBANKING,272,306,9,0,0.339,0.375,1,0
TXN-000534,58495.98,UPI,1263,1445,28,2,0.71,0.271,0,0
TXN-000535,55800.38,NETBANKING,886,1076,10,1,0.112,0.785,0,0
TXN-000536,3837.72,WALLET,2049,316,7,2,0.924,0.732,1,0
TXN-000537,21579.93,UPI,2115,1386,5,1,0.725,0.459,1,1
TXN-000538,139857.37,UPI,1366,957,29,0,0.103,0.766,0,1
TXN-000539,46890.22,CARD,1315,411,7,2,0.277,0.319,0,0
TXN-000540,23708.65,UPI,63,1276,18,4,0.102,0.543,1,1
TXN-000541,141497.35,NETBANKING,2352,502,6,0,0.311,0.892,1,1
TXN-000542,4446.0,UPI,434,786,2,0,0.426,0.179,1,0
TXN-000543,46934.85,CARD,2186,161,30,3,0.568,0.093,0,0
TXN-000544,102703.25,WALLET,1928,475,8,1,0.861,0.617,0,1
TXN-000545,137597.94,NETBANKING,1331,929,16,0,0.065,0.113,0,0
TXN-000546,42410.38,NETBANKING,2476,1177,5,4,0.103,0.818,0,0
TXN-000547,10731.51,NETBANKING,2183,945,13,4,0.413,0.621,1,0
TXN-000548,57634.09,NETBANKING,853,1422,19,3,0.784,0.435,0,1
TXN-000549,100473.82,WALLET,469,1213,20,3,0.325,0.098,0,1
TXN-000550,60928.48,UPI,2443,777,11,3,0.645,0.061,0,0
TXN-000551,135498.08,UPI,601,1354,5,3,0.531,0.39,1,1
TXN-000552,102259.37,NETBANKING,1228,1168,26,5,0.305,0.943,0,0
TXN-000553,87450.77,WALLET,523,603,2,2,0.901,0.968,0,1
TXN-000554,42403.17,UPI,964,885,23,4,0.394,0.318,0,0
TXN-000555,81813.31,CARD,1946,285,7,4,0.385,0.924,0,1
TXN-000556,130923.08,CARD,551,24,3,5,0.016,0.721,0,0
TXN-000557,20452.78,CARD,1704,934,29,5,0.604,0.426,0,0
TXN-000558,82852.3,WALLET,1576,728,8,1,0.425,0.007,0,0
TXN-000559,40460.64,NETBANKING,138,78,19,3,0.705,0.113,0,1
TXN-000560,109720.85,NETBANKING,1905,1059,3,4,0.89,0.088,0,0
TXN-000561,80925.66,NETBANKING,217,704,18,0,0.469,0.513,0,0
TXN-000562,144091.14,NETBANKING,1185,344,2,5,0.923,0.749,1,1
TXN-000563,71026.76,CARD,2347,106,22,2,0.809,0.624,0,1
TXN-000564,75888.86,NETBANKING,1033,272,20,2,0.275,0.257,0,0
TXN-000565,110871.19,WALLET,1515,360,9,5,0.236,0.181,1,1
TXN-000566,12751.78,CARD,2440,316,27,3,0.753,0.413,0,0
TXN-000567,108927.26,CARD,864,1184,24,2,0.054,0.264,0,1
TXN-000568,59871.85,NETBANKING,1951,1091,8,3,0.684,0.39,0,0
TXN-000569,65266.68,NETBANKING,1839,783,22,2,0.962,0.683,0,0
TXN-000570,95649.88,WALLET,1117,687,9,2,0.802,0.255,1,1
TXN-000571,101326.14,CARD,2412,400,17,2,0.678,0.993,0,1
TXN-000572,124770.26,UPI,1685,201,17,0,0.685,0.352,0,1
TXN-000573,3652.7,UPI,233,1217,22,1,0.95,0.638,0,0
TXN-000574,19573.1,CARD,455,1425,6,2,0.295,0.66,0,0
TXN-000575,41529.9,WALLET,1325,528,6,0,0.277,0.062,0,0
TXN-000576,38809.97,NETBANKING,729,903,3,3,0.979,0.201,0,0
TXN-000577,16353.73,WALLET,895,1258,21,0,0.913,0.715,0,1
TXN-000578,85744.55,NETBANKING,1827,39,29,3,0.149,0.64,0,1
TXN-000579,105038.27,WALLET,2354,8,17,5,0.94,0.491,0,0
TXN-000580,117162.46,UPI,2213,463,1,3,0.954,0.818,0,1
TXN-000581,140262.82,NETBANKING,1366,1397,10,3,0.055,0.997,0,1
TXN-000582,144142.74,UPI,1883,594,21,1,0.177,0.039,0,1
TXN-000583,58576.7,UPI,1472,997,3,5,0.438,0.189,0,1
TXN-000584,149457.9,CARD,2004,797,3,4,0.643,0.5,0,1
TXN-000585,8502.56,UPI,1661,243,7,5,0.667,0.458,1,0
TXN-000586,35024.55,UPI,152,290,16,5,0.019,0.907,1,1
TXN-000587,97353.08,UPI,706,1296,2,2,0.821,0.097,1,0
TXN-000588,9687.25,UPI,468,1019,20,4,0.221,0.804,0,0
TXN-000589,147330.69,WALLET,1329,248,22,4,0.546,0.322,0,0
TXN-000590,50392.01,UPI,1122,290,25,3,0.168,0.37,0,1
TXN-000591,87339.67,CARD,410,1295,20,3,0.778,0.016,0,1
TXN-000592,26993.99,UPI,2432,582,14,5,0.807,0.773,0,1
TXN-000593,40715.37,WALLET,1688,490,6,4,0.692,0.596,0,0
TXN-000594,117409.2,NETBANKING,1716,10,18,1,0.192,0.987,0,0
TXN-000595,148018.64,CARD,1902,1283,22,1,0.276,0.194,0,1
TXN-000596,24047.96,UPI,222,1321,12,2,0.21,0.251,1,1
TXN-000597,111088.49,CARD,648,60,16,4,0.116,0.895,0,1
TXN-000598,112088.3,NETBANKING,943,226,11,1,0.098,0.738,0,0
TXN-000599,11122.1,WALLET,223,893,5,1,0.928,0.455,0,1
TXN-000600,108001.2,NETBANKING,1105,415,11,1,0.032,0.569,0,1
TXN-000601,69883.59,WALLET,702,704,8,2,0.604,0.79,1,1
TXN-000602,82958.07,CARD,355,844,28,4,0.489,0.996,1,1
TXN-000603,41947.71,WALLET,1011,508,11,3,0.579,0.892,1,0
TXN-000604,134747.94,WALLET,182,83,16,5,0.769,0.034,1,1
TXN-000605,119722.83,UPI,1854,1015,8,0,0.558,0.012,0,1
TXN-000606,44438.99,UPI,66,983,22,2,0.162,0.459,1,0
TXN-000607,69617.72,CARD,1661,379,26,2,0.627,0.704,0,1
TXN-000608,103643.52,UPI,1215,873,25,2,0.698,0.613,1,0
TXN-000609,12235.76,NETBANKING,225,1055,30,5,0.364,0.052,0,0
TXN-000610,6227.06,NETBANKING,718,1328,18,5,0.067,0.709,0,0
TXN-000611,35871.04,UPI,1960,1189,28,5,0.21,0.745,0,0
TXN-000612,40176.94,WALLET,1136,112,3,2,0.345,0.486,1,0
TXN-000613,79832.48,NETBANKING,1852,1272,12,5,0.945,0.809,0,0
TXN-000614,68735.33,UPI,1601,367,10,0,0.109,0.276,0,1
TXN-000615,30718.0,UPI,1201,854,22,4,0.932,0.474,0,0
TXN-000616,3320.2,CARD,258,46,28,1,0.835,0.52,0,0
TXN-000617,98398.5,NETBANKING,1992,1216,22,5,0.53,0.548,0,0
TXN-000618,134752.46,NETBANKING,704,533,8,3,0.372,0.288,0,1
TXN-000619,68443.39,CARD,659,1458,18,2,0.182,0.175,0,1
TXN-000620,6268.6,NETBANKING,2354,260,15,2,0.37,0.205,0,0
TXN-000621,22276.84,WALLET,2212,333,18,2,0.121,0.025,0,0
TXN-000622,139178.91,CARD,18,1119,17,2,0.647,0.296,0,0
TXN-000623,109308.71,WALLET,1388,1412,4,5,0.479,0.04,1,1
TXN-000624,60304.33,CARD,1827,732,3,2,0.055,0.641,1,0
TXN-000625,115087.56,CARD,93,172,18,3,0.677,0.958,1,1
TXN-000626,47731.9,UPI,1479,815,5,5,0.854,0.37,0,1
TXN-000627,52768.12,WALLET,2298,180,7,5,0.888,0.742,0,1
TXN-000628,120870.35,WALLET,1697,286,27,4,0.598,0.144,0,0
TXN-000629,78842.63,NETBANKING,271,1210,25,3,0.088,0.409,0,1
TXN-000630,69371.78,CARD,817,381,27,3,0.289,0.491,0,1
TXN-000631,111004.42,CARD,110,6,5,2,0.3,0.641,0,0
TXN-000632,133913.71,WALLET,735,1008,30,5,0.645,0.028,0,0
TXN-000633,10102.05,NETBANKING,2381,985,19,3,0.868,0.628,0,1
TXN-000634,109970.29,UPI,1064,334,19,0,0.146,0.461,0,1
TXN-000635,40973.29,WALLET,1459,100,10,2,0.53,0.936,1,0
TXN-000636,27568.8,UPI,2453,343,18,2,0.872,0.827,0,0
TXN-000637,103283.16,UPI,2189,1188,12,1,0.013,0.518,0,0
TXN-000638,138144.02,CARD,420,447,5,4,0.221,0.188,1,1
TXN-000639,137413.07,UPI,538,36,16,2,0.312,0.363,0,1
TXN-000640,45772.17,UPI,911,264,28,5,0.142,0.227,0,1
TXN-000641,11882.88,UPI,319,39,25,3,0.757,0.043,0,0
TXN-000642,77070.53,UPI,1922,244,30,2,0.043,0.302,0,0
TXN-000643,138022.7,CARD,2407,410,6,5,0.352,0.091,0,1
TXN-000644,128285.2,CARD,2069,1168,3,0,0.82,0.763,1,1
TXN-000645,144643.14,CARD,2201,9,24,0,0.924,0.92,0,1
TXN-000646,27850.35,UPI,741,727,13,3,0.214,0.228,0,1
TXN-000647,16636.39,CARD,2031,740,23,2,0.557,0.041,0,1
TXN-000648,42613.36,NETBANKING,1819,463,18,3,0.291,0.855,0,0
TXN-000649,120385.22,NETBANKING,735,27,22,3,0.672,0.396,1,1
TXN-000650,59282.24,UPI,692,133,12,1,0.339,0.595,0,0
TXN-000651,63763.16,WALLET,1141,1462,25,4,0.594,0.756,0,1
TXN-000652,90514.5,WALLET,1985,1048,9,1,0.768,0.108,0,0
TXN-000653,94292.82,CARD,122,204,24,0,0.83,0.498,0,1
TXN-000654,101912.73,CARD,1241,1274,20,0,0.76,0.661,1,1
TXN-000655,30369.57,WALLET,2009,1034,9,4,0.344,0.86,1,0
TXN-000656,4836.62,WALLET,488,786,15,2,0.853,0.443,0,1
TXN-000657,98945.71,NETBANKING,673,1007,14,1,0.312,0.389,0,0
TXN-000658,102837.59,WALLET,1950,1152,28,1,0.507,0.391,0,0
TXN-000659,52979.29,NETBANKING,1313,126,1,4,0.045,0.837,0,0
TXN-000660,93810.43,WALLET,399,877,12,2,0.412,0.056,0,1
TXN-000661,46883.72,UPI,269,625,4,2,0.17,0.538,0,0
TXN-000662,63428.71,WALLET,1093,42,23,3,0.588,0.986,0,1
TXN-000663,14749.08,WALLET,410,1415,22,1,0.336,0.503,0,0
TXN-000664,54563.81,WALLET,827,1018,21,0,0.84,0.536,0,1
TXN-000665,149434.53,WALLET,926,1280,24,0,0.718,0.578,1,1
TXN-000666,85007.6,WALLET,1750,430,12,0,0.652,0.302,0,0
TXN-000667,47071.61,WALLET,1648,515,20,4,0.453,0.763,0,0
TXN-000668,77481.99,CARD,2363,1023,7,5,0.962,0.742,0,0
TXN-000669,79954.63,WALLET,2319,1489,21,0,0.522,0.364,0,1
TXN-000670,102827.46,NETBANKING,1784,841,11,0,0.634,0.846,0,0
TXN-000671,38541.35,CARD,1663,489,4,1,0.192,0.246,0,0
TXN-000672,148694.84,WALLET,152,414,6,2,0.136,0.258,0,0
TXN-000673,6430.63,WALLET,82,114,28,0,0.314,0.298,0,0
TXN-000674,100783.64,UPI,1626,1484,27,1,0.236,0.571,1,1
TXN-000675,124364.34,NETBANKING,2034,185,8,4,0.122,0.807,0,0
TXN-000676,111619.45,WALLET,893,296,4,1,0.214,0.275,0,0
TXN-000677,8483.22,NETBANKING,463,649,18,3,0.475,0.246,0,0
TXN-000678,107379.12,NETBANKING,87,1322,29,4,0.035,0.739,0,1
TXN-000679,57765.06,NETBANKING,500,1096,28,1,0.858,0.388,0,1
TXN-000680,140454.73,CARD,1219,431,28,1,0.916,0.631,0,1
TXN-000681,12106.17,WALLET,1930,846,30,2,0.717,0.877,0,0
TXN-000682,75999.54,NETBANKING,1724,1234,24,4,0.738,0.453,0,0
TXN-000683,27642.57,WALLET,558,7,13,1,0.628,0.314,0,1
TXN-000684,77503.25,CARD,2434,1405,14,2,0.451,0.874,0,1
TXN-000685,88993.76,NETBANKING,1155,407,3,3,0.368,0.393,0,1
TXN-000686,3543.22,CARD,365,948,7,2,0.701,0.169,0,0
TXN-000687,22472.76,NETBANKING,697,1162,4,0,0.719,0.435,0,0
TXN-000688,107063.2,CARD,1091,590,24,3,0.382,0.431,0,0
TXN-000689,42516.79,CARD,1714,370,14,1,0.029,0.976,0,0
TXN-000690,55508.7,WALLET,352,22,16,1,0.871,0.974,0,0
TXN-000691,106297.13,NETBANKING,300,196,18,0,0.052,0.931,0,0
TXN-000692,140904.36,UPI,22,520,17,4,0.381,0.978,0,0
TXN-000693,83978.1,CARD,1067,348,17,3,0.93,0.878,0,1
TXN-000694,79610.53,CARD,1067,240,11,0,0.979,0.499,0,0
TXN-000695,42510.53,NETBANKING,1081,1059,11,3,0.893,0.316,0,0
TXN-000696,138435.64,WALLET,218,387,5,0,0.23,0.036,0,0
TXN-000697,65520.84,WALLET,168,905,12,5,0.561,0.458,0,1
TXN-000698,14127.32,NETBANKING,740,345,24,4,0.823,0.563,1,0
TXN-000699,145746.94,CARD,1706,158,8,3,0.677,0.887,0,0
TXN-000700,102127.85,WALLET,1531,1210,30,0,0.837,0.154,0,0
TXN-000701,98964.94,WALLET,1104,1217,22,0,0.329,0.044,1,1
TXN-000702,109758.63,CARD,866,100,26,5,0.283,0.798,0,1
TXN-000703,38349.07,CARD,1634,183,1,1,0.163,0.779,0,1
TXN-000704,73677.68,WALLET,1271,1403,20,1,0.359,0.096,0,0
TXN-000705,132823.41,WALLET,1100,1154,20,3,0.09,0.423,0,1
TXN-000706,63959.96,UPI,2103,700,15,5,0.224,0.686,0,0
TXN-000707,97119.09,UPI,1191,959,14,0,0.907,0.478,0,0
TXN-000708,45131.26,CARD,2143,876,10,4,0.048,0.077,0,0
TXN-000709,62011.61,WALLET,2329,519,12,2,0.586,0.769,0,0
TXN-000710,69485.55,CARD,1610,93,3,3,0.877,0.298,1,0
TXN-000711,67547.19,NETBANKING,1399,384,7,1,0.078,0.982,0,0
TXN-000712,2785.49,WALLET,478,28,6,5,0.477,0.692,1,1
TXN-000713,121988.56,NETBANKING,1618,620,3,1,0.135,0.191,0,0
TXN-000714,31463.5,CARD,991,893,27,5,0.858,0.539,0,0
TXN-000715,22310.03,WALLET,90,239,6,1,0.739,0.445,0,1
TXN-000716,67482.49,CARD,825,604,19,3,0.051,0.008,0,0
TXN-000717,110588.04,NETBANKING,152,999,13,3,0.513,0.725,0,0
TXN-000718,79293.49,WALLET,2361,647,18,0,0.268,0.648,0,0
TXN-000719,140850.77,NETBANKING,1837,1429,14,0,0.161,0.726,0,0
TXN-000720,76194.63,NETBANKING,2467,1465,22,3,0.131,0.293,0,0
TXN-000721,100998.78,NETBANKING,1935,332,20,1,0.282,0.749,0,1
TXN-000722,23531.48,WALLET,414,852,16,2,0.235,0.557,0,0
TXN-000723,53620.88,CARD,716,1032,2,0,0.338,0.114,0,0
TXN-000724,73006.16,NETBANKING,1456,96,25,4,0.267,0.151,1,0
TXN-000725,139002.15,WALLET,1873,228,4,4,0.61,0.858,0,1
TXN-000726,25140.24,UPI,842,741,6,5,0.292,0.442,1,0
TXN-000727,14984.21,NETBANKING,1371,283,4,1,0.439,0.416,0,0
TXN-000728,71102.13,NETBANKING,2069,351,3,2,0.372,0.755,0,1
TXN-000729,113050.72,WALLET,935,283,26,3,0.413,0.409,0,0
TXN-000730,66442.55,UPI,2120,143,3,2,0.315,0.982,0,1
TXN-000731,113902.94,CARD,2354,119,21,5,0.799,0.876,0,1
TXN-000732,102162.51,NETBANKING,1285,705,1,2,0.9,0.61,0,1
